hora,temp,light,soil
09:00:00,27.89,6102,25.98
09:00:03,27.87,6125,25.97
09:00:06,27.88,6148,25.99
09:00:09,27.86,6171,25.98
09:00:12,27.88,6194,25.97
09:00:15,27.89,6217,25.96
09:00:18,27.87,6240,25.95
09:00:21,27.89,6263,25.93
09:00:24,27.90,6286,25.94
09:00:27,27.88,6309,25.92
09:00:30,27.90,6332,25.91
09:00:33,27.91,6355,25.90
09:00:36,27.89,6378,25.88
09:00:39,27.91,6399,25.89
09:00:42,27.92,6422,25.87
09:00:45,27.90,6445,25.86
09:00:48,27.92,6468,25.85
00:00:51,27.93,6491,25.83
09:00:54,27.91,6514,25.82
09:00:57,27.93,6537,25.84
09:01:00,27.94,6560,25.82
09:01:03,27.92,6583,25.81
09:01:06,27.94,6606,25.80
09:01:09,27.95,6629,25.78
09:01:12,27.93,6652,25.77
09:01:15,27.95,6675,25.76
09:01:18,27.96,6698,25.74
09:01:21,27.94,6721,25.75
09:01:24,27.96,6744,25.73
09:01:27,27.97,6767,25.72
09:01:30,27.95,6790,25.71
09:01:33,27.97,6813,25.69
09:01:36,27.98,6836,25.68
09:01:39,27.96,6859,25.67
09:01:42,27.98,6882,25.65
09:01:45,27.99,6905,25.66
09:01:48,27.97,6928,25.64
09:01:51,27.99,6951,25.63
09:01:54,27.98,6974,25.62
09:01:57,27.99,6997,25.60
09:02:00,27.99,7020,25.59
09:02:03,27.97,7043,25.58
09:02:06,27.98,7066,25.56
09:02:09,27.96,7089,25.55
09:02:12,27.97,7112,25.54
09:02:15,27.95,7135,25.52
09:02:18,27.96,7158,25.51
09:02:21,27.94,7181,25.50
09:02:24,27.95,7204,25.48
09:02:27,27.93,7227,25.47
09:02:30,27.94,7250,25.46
09:02:33,27.92,7273,25.44
09:02:36,27.93,7296,25.43
09:02:39,27.91,7319,25.42
09:02:42,27.92,7342,25.40
09:02:45,27.90,7365,25.39
09:02:48,27.91,7388,25.38
09:02:51,27.89,7411,25.36
09:02:54,27.90,7434,25.35
09:02:57,27.88,7457,25.34
09:03:00,27.89,7480,25.32
09:03:03,27.87,7503,25.31
09:03:06,27.88,7526,25.30
09:03:09,27.86,7549,25.28
09:03:12,27.87,7572,25.27
09:03:15,27.85,7595,25.26
09:03:18,27.86,7618,25.24
09:03:21,27.84,7641,25.23
09:03:24,27.85,7664,25.22
