hora,temp,light,soil
18:00:00,17.50,320815,22.45
18:00:03,17.51,320862,22.88
18:00:06,17.52,320908,22.12
18:00:09,17.53,320955,22.56
18:00:12,17.54,321001,22.78
18:00:15,17.55,321048,22.03
18:00:18,17.56,321094,22.91
18:00:21,17.57,321141,22.34
18:00:24,17.58,321187,22.67
18:00:27,17.59,321234,22.99
18:00:30,17.60,321280,22.19
18:00:33,17.61,321327,22.52
18:00:36,17.62,321373,22.85
18:00:39,17.63,321420,22.09
18:00:42,17.64,321466,22.41
18:00:45,17.65,321513,22.74
18:00:48,17.66,321559,22.28
18:00:51,17.67,321606,22.61
18:00:54,17.68,321652,22.94
18:00:57,17.69,321699,22.14
18:01:00,17.70,321745,22.47
18:01:03,17.71,321792,22.80
18:01:06,17.72,321838,22.04
18:01:09,17.73,321885,22.39
18:01:12,17.74,321931,22.72
18:01:15,17.75,321978,22.25
18:01:18,17.76,322024,22.58
18:01:21,17.77,322071,22.91
18:01:24,17.78,322117,22.11
18:01:27,17.79,322164,22.44
18:01:30,17.80,322210,22.77
18:01:33,17.81,322257,22.01
18:01:36,17.82,322303,22.36
18:01:39,17.83,322350,22.69
18:01:42,17.84,322396,22.22
18:01:45,17.85,322443,22.55
18:01:48,17.86,322489,22.88
18:01:51,17.87,322536,22.18
18:01:54,17.88,322582,22.51
18:01:57,17.89,322629,22.84
18:02:00,17.90,322675,22.08
18:02:03,17.91,322722,22.41
18:02:06,17.92,322768,22.74
18:02:09,17.93,322815,22.27
18:02:12,17.94,322861,22.60
18:02:15,17.95,322908,22.93
18:02:18,17.96,322954,22.13
18:02:21,17.97,323001,22.46
18:02:24,17.98,323047,22.79
18:02:27,17.99,323094,22.03
18:02:30,18.00,323140,22.38
18:02:33,18.01,323187,22.71
18:02:36,18.02,323233,22.24
18:02:39,18.03,323280,22.57
18:02:42,18.04,323326,22.90
18:02:45,18.05,323373,22.10
18:02:48,18.06,323419,22.43
18:02:51,18.07,323466,22.76
18:02:54,18.08,323512,22.00
18:02:57,18.09,323559,22.35
18:03:00,18.10,323605,22.68
18:03:03,18.11,323652,22.21
18:03:06,18.12,323698,22.54
18:03:09,18.13,323745,22.87
18:03:12,18.14,323791,22.17
18:03:15,18.15,323838,22.50
18:03:18,18.16,323884,22.83
18:03:21,18.17,323931,22.07
18:03:24,18.18,323977,22.40
18:03:27,18.19,324024,22.73
18:03:30,18.20,324070,22.26
18:03:33,18.21,324117,22.59
18:03:36,18.22,324163,22.92
18:03:39,18.23,324210,22.12
18:03:42,18.24,324256,22.45
18:03:45,18.25,324303,22.78
18:03:48,18.26,324349,22.02
18:03:51,18.27,324396,22.37
18:03:54,18.28,324442,22.70
18:03:57,18.29,324489,22.23
18:04:00,18.30,324535,22.56
18:04:03,18.31,324582,22.89
