hora,temp,light,soil
01:00:00,27.60,1008,27.45
01:00:03,27.69,999,27.81
01:00:06,27.78,989,27.11
01:00:09,27.87,980,27.34
01:00:12,27.76,973,27.67
01:00:15,27.62,976,27.01
01:00:18,27.48,979,27.95
01:00:21,27.30,984,27.58
01:00:24,27.26,981,27.73
01:00:27,27.22,978,27.22
01:00:30,27.18,975,27.48
01:00:33,27.18,970,27.61
01:00:36,27.26,967,27.15
01:00:39,27.34,964,27.88
01:00:42,27.48,961,27.05
01:00:45,27.50,961,27.39
01:00:48,27.50,961,27.75
01:00:51,27.50,961,27.99
01:00:54,27.42,968,27.02
01:00:57,27.34,975,27.41
01:01:00,27.26,982,27.56
01:01:03,27.15,986,27.18
01:01:06,27.18,984,27.83
01:01:09,27.21,982,27.27
01:01:12,27.33,978,27.64
01:01:15,27.51,978,27.91
01:01:18,27.70,978,27.08
01:01:21,27.90,979,27.33
01:01:24,27.76,979,27.77
01:01:27,27.62,978,27.51
01:01:30,27.48,978,27.14
01:01:33,27.30,977,27.49
01:01:36,27.23,976,27.69
01:01:39,27.17,975,27.04
01:01:42,27.17,974,27.38
01:01:45,27.26,975,27.85
01:01:48,27.35,976,27.93
01:01:51,27.50,977,27.07
01:01:54,27.46,977,27.44
01:01:57,27.42,977,27.66
01:02:00,27.38,977,27.21
01:02:03,27.30,977,27.59
01:02:06,27.30,977,27.89
01:02:09,27.30,977,27.00
01:02:12,27.40,978,27.31
01:02:15,27.50,979,27.74
01:02:18,27.60,980,27.53
01:02:21,27.80,981,27.16
01:02:24,27.70,981,27.40
01:02:27,27.60,980,27.80
01:02:30,27.50,980,27.98
01:02:33,27.36,979,27.10
01:02:36,27.38,978,27.36
01:02:39,27.39,977,27.70
01:02:42,27.49,976,27.55
01:02:45,27.58,975,27.19
01:02:48,27.67,975,27.42
01:02:51,27.80,975,27.82
01:02:54,27.80,975,27.96
01:02:57,27.80,975,27.13
01:03:00,27.80,976,27.37
01:03:03,27.64,976,27.68
01:03:06,27.48,977,27.50
01:03:09,27.32,978,27.17
01:03:12,27.00,979,27.43
01:03:15,27.08,977,27.84
01:03:18,27.16,975,27.94
01:03:21,27.24,973,27.09
01:03:24,27.36,974,27.35
01:03:27,27.52,976,27.65
01:03:30,27.68,977,27.47
01:03:33,27.80,979,27.20
01:03:36,27.69,977,27.46
