hora,temp,light,soil
08:00:00,27.85,6102,25.98
08:00:03,27.86,6125,25.97
08:00:06,27.84,6148,25.99
08:00:09,27.85,6171,25.98
08:00:12,27.87,6194,25.97
08:00:15,27.86,6217,25.96
08:00:18,27.88,6240,25.95
08:00:21,27.89,6263,25.93
08:00:24,27.87,6286,25.94
08:00:27,27.89,6309,25.92
08:00:30,27.91,6332,25.91
08:00:33,27.90,6355,25.90
08:00:36,27.92,6378,25.88
08:00:39,27.93,6399,25.89
08:00:42,27.91,6422,25.87
08:00:45,27.93,6445,25.86
08:00:48,27.94,6468,25.85
08:00:51,27.92,6491,25.83
08:00:54,27.94,6514,25.82
08:00:57,27.95,6537,25.84
08:01:00,27.93,6560,25.82
08:01:03,27.95,6583,25.81
08:01:06,27.96,6606,25.80
08:01:09,27.94,6629,25.78
08:01:12,27.96,6652,25.77
08:01:15,27.97,6675,25.76
08:01:18,27.95,6698,25.74
08:01:21,27.97,6721,25.75
08:01:24,27.98,6744,25.73
08:01:27,27.96,6767,25.72
08:01:30,27.98,6790,25.71
08:01:33,27.99,6813,25.69
08:01:36,27.97,6836,25.68
08:01:39,27.99,6859,25.67
08:01:42,27.99,6882,25.65
08:01:45,27.98,6905,25.66
08:01:48,27.99,6928,25.64
08:01:51,27.99,6951,25.63
08:01:54,27.98,6974,25.62
08:01:57,27.99,6997,25.60
08:02:00,27.99,7020,25.59
08:02:03,27.97,7043,25.58
08:02:06,27.98,7066,25.56
08:02:09,27.96,7089,25.55
08:02:12,27.97,7112,25.54
08:02:15,27.95,7135,25.52
08:02:18,27.96,7158,25.51
08:02:21,27.94,7181,25.50
08:02:24,27.95,7204,25.48
08:02:27,27.93,7227,25.47
08:02:30,27.94,7250,25.46
08:02:33,27.92,7273,25.44
08:02:36,27.93,7296,25.43
08:02:39,27.91,7319,25.42
08:02:42,27.92,7342,25.40
08:02:45,27.90,7365,25.39
08:02:48,27.91,7388,25.38
08:02:51,27.89,7411,25.36
08:02:54,27.90,7434,25.35
08:02:57,27.88,7457,25.34
08:03:00,27.89,7480,25.32
08:03:03,27.87,7503,25.31
08:03:06,27.88,7526,25.30
08:03:09,27.86,7549,25.28
08:03:12,27.87,7572,25.27
08:03:15,27.85,7595,25.26
08:03:18,27.86,7618,25.24
08:03:21,27.84,7641,25.23
08:03:24,27.85,7664,25.22
08:03:27,27.83,7687,25.20
08:03:30,27.84,7710,25.19
08:03:33,27.82,7733,25.18
08:03:36,27.83,7756,25.16
08:03:39,27.81,7779,25.15
08:03:42,27.82,7802,25.14
08:03:45,27.80,7825,25.12
08:03:48,27.81,7848,25.11
08:03:51,27.79,7871,25.10
08:03:54,27.80,7894,25.08
08:03:57,27.78,7917,25.07
08:04:00,27.79,7940,25.06
08:04:03,27.77,7963,25.04
08:04:06,27.78,7986,25.03
08:04:09,27.76,8009,25.02
08:04:12,27.77,8032,25.00
08:04:15,27.78,8055,25.02
08:04:18,27.80,8078,25.04
08:04:21,27.81,8101,25.06
08:04:24,27.82,8124,25.08
08:04:27,27.84,8147,25.10
08:04:30,27.85,8170,25.12
08:04:33,27.86,8193,25.14
08:04:36,27.88,8216,25.16
08:04:39,27.89,8239,25.18
08:04:42,27.90,8262,25.20
08:04:45,27.91,8285,25.22
08:04:48,27.93,8308,25.24
08:04:51,27.94,8331,25.26
08:04:54,27.95,8354,25.28
08:04:57,27.97,8377,25.30
08:05:00,27.98,8400,25.32
08:05:03,27.99,8423,25.34
08:05:06,27.98,8446,25.36
08:05:09,27.99,8469,25.38
08:05:12,27.97,8492,25.40
08:05:15,27.98,8515,25.42
08:05:18,27.96,8538,25.44
08:05:21,27.97,8561,25.46
08:05:24,27.95,8584,25.48
08:05:27,27.96,8607,25.50
08:05:30,27.94,8630,25.52
08:05:33,27.95,8653,25.54
08:05:36,27.93,8676,25.56
08:05:39,27.94,8699,25.58
08:05:42,27.92,8722,25.60
08:05:45,27.93,8745,25.62
08:05:48,27.91,8768,25.64
08:05:51,27.92,8791,25.66
08:05:54,27.90,8814,25.68
08:05:57,27.91,8837,25.70
08:06:00,27.89,8860,25.72
08:06:03,27.90,8883,25.74
08:06:06,27.88,8906,25.76
08:06:09,27.89,8929,25.78
08:06:12,27.87,8952,25.80
08:06:15,27.88,8975,25.82
08:06:18,27.86,8998,25.84
08:06:21,27.87,9021,25.86
08:06:24,27.85,9044,25.88
08:06:27,27.86,9067,25.90
08:06:30,27.84,9090,25.92
08:06:33,27.85,9113,25.94
08:06:36,27.83,9136,25.96
08:06:39,27.84,9159,25.98
