hora,temp,light,soil
11:00:00,27.85,95000,24.51
11:00:03,27.84,95038,24.53
11:00:06,27.86,95071,24.52
11:00:09,27.85,95105,24.49
11:00:12,27.87,95144,24.50
11:00:15,27.86,95181,24.48
11:00:18,27.87,95217,24.50
11:00:21,27.88,95254,24.52
11:00:24,27.87,95290,24.54
11:00:27,27.88,95327,24.53
11:00:30,27.89,95363,24.51
11:00:33,27.88,95401,24.53
11:00:36,27.89,95438,24.55
11:00:39,27.90,95475,24.57
11:00:42,27.89,95511,24.56
11:00:45,27.90,95549,24.58
11:00:48,27.89,95586,24.59
11:00:51,27.91,95622,24.57
11:00:54,27.90,95660,24.58
11:00:57,27.91,95697,24.60
11:01:00,27.90,95733,24.62
11:01:03,27.91,95771,24.61
11:01:06,27.92,95808,24.59
11:01:09,27.91,95845,24.60
11:01:12,27.92,95883,24.62
11:01:15,27.91,95919,24.64
11:01:18,27.93,95956,24.63
11:01:21,27.92,95994,24.65
11:01:24,27.93,96031,24.67
11:01:27,27.92,96067,24.65
11:01:30,27.94,96105,24.66
11:01:33,27.93,96142,24.68
11:01:36,27.94,96179,24.70
11:01:39,27.93,96216,24.72
11:01:42,27.95,96253,24.71
11:01:45,27.94,96291,24.73
11:01:48,27.95,96328,24.75
11:01:51,27.94,96365,24.73
11:01:54,27.95,96403,24.74
11:01:57,27.96,96440,24.76
11:02:00,27.95,96477,24.78
11:02:03,27.96,96514,24.77
11:02:06,27.95,96552,24.79
11:02:09,27.97,96589,24.81
11:02:12,27.96,96626,24.79
11:02:15,27.97,96664,24.80
11:02:18,27.96,96701,24.82
11:02:21,27.98,96738,24.84
11:02:24,27.97,96775,24.83
11:02:27,27.98,96813,24.85
11:02:30,27.97,96850,24.87
11:02:33,27.98,96887,24.85
11:02:36,27.99,96925,24.86
11:02:39,27.98,96962,24.88
11:02:42,27.99,97000,24.90
11:02:45,27.98,97037,24.88
11:02:48,27.99,97075,24.89
11:02:51,27.98,97112,24.91
11:02:54,27.99,97149,24.93
11:02:57,27.98,97187,24.92
11:03:00,27.99,97224,24.94
11:03:03,27.98,97262,24.93
11:03:06,27.99,97299,24.95
11:03:09,27.98,97337,24.97
11:03:12,27.99,97374,24.96
11:03:15,27.98,97412,24.98
11:03:18,27.99,97449,24.99
11:03:21,27.98,97487,24.97
11:03:24,27.99,97524,24.98
11:03:27,27.98,97562,24.96
11:03:30,27.99,97599,24.97
11:03:33,27.98,97637,24.95
11:03:36,27.99,97674,24.96
11:03:39,27.98,97712,24.94
11:03:42,27.99,97749,24.93
11:03:45,27.98,97787,24.92
11:03:48,27.99,97824,24.91
11:03:51,27.98,97862,24.90
11:03:54,27.99,97899,24.89
11:03:57,27.98,97937,24.88
11:04:00,27.99,97974,24.87
11:04:03,27.98,98012,24.85
11:04:06,27.99,98049,24.84
11:04:09,27.98,98087,24.83
11:04:12,27.99,98124,24.82
11:04:15,27.98,98162,24.81
11:04:18,27.99,98199,24.80
11:04:21,27.98,98237,24.79
11:04:24,27.99,98274,24.78
11:04:27,27.98,98312,24.77
11:04:30,27.99,98349,24.76
11:04:33,27.98,98387,24.74
11:04:36,27.99,98424,24.73
11:04:39,27.98,98462,24.72
11:04:42,27.99,98499,24.71
11:04:45,27.98,98537,24.70
11:04:48,27.99,98574,24.69
11:04:51,27.98,98612,24.68
11:04:54,27.99,98649,24.67
11:04:57,27.98,98687,24.65
11:05:00,27.99,98724,24.64
11:05:03,27.98,98762,24.63
11:05:06,27.99,98799,24.62
11:05:09,27.98,98837,24.61
11:05:12,27.99,98874,24.60
11:05:15,27.98,98912,24.59
11:05:18,27.99,98949,24.58
11:05:21,27.98,98987,24.57
11:05:24,27.99,99024,24.56
11:05:27,27.98,99062,24.55
11:05:30,27.99,99099,24.54
11:05:33,27.98,99137,24.53
11:05:36,27.99,99174,24.52
11:05:39,27.98,99212,24.51
11:05:42,27.99,99249,24.50
11:05:45,27.98,99287,24.49
11:05:48,27.99,99324,24.48
11:05:51,27.98,99362,24.47
11:05:54,27.99,99399,24.46
11:05:57,27.98,99437,24.45
11:06:00,27.99,99474,24.44
11:06:03,27.98,99512,24.43
11:06:06,27.99,99549,24.42
11:06:09,27.98,99587,24.41
11:06:12,27.99,99624,24.40
11:06:15,27.98,99662,24.39
11:06:18,27.99,99699,24.38
11:06:21,27.98,99737,24.37
11:06:24,27.99,99774,24.36
11:06:27,27.98,99812,24.35
11:06:30,27.99,99849,24.34
11:06:33,27.98,99887,24.33
11:06:36,27.99,99924,24.32
11:06:39,27.98,99962,24.31
11:06:42,27.99,99999,24.30
11:06:45,27.98,100037,24.29
11:06:48,27.99,100074,24.28
11:06:51,27.98,100112,24.27
11:06:54,27.99,100149,24.26
11:06:57,27.98,100187,24.25
11:07:00,27.99,100224,24.24
11:07:03,27.98,100262,24.23
11:07:06,27.99,100299,24.22
11:07:09,27.98,100337,24.21
11:07:12,27.99,100374,24.20
11:07:15,27.98,100412,24.19
11:07:18,27.99,100449,24.18
11:07:21,27.98,100487,24.17
11:07:24,27.99,100524,24.16
11:07:27,27.98,100562,24.15
11:07:30,27.99,100599,24.14
11:07:33,27.98,100637,24.13
11:07:36,27.99,100674,24.12
11:07:39,27.98,100712,24.11
11:07:42,27.99,100749,24.10
11:07:45,27.98,100787,24.09
11:07:48,27.99,100824,24.08
11:07:51,27.98,100862,24.07
11:07:54,27.99,100899,24.06
11:07:57,27.98,100937,24.05
11:08:00,27.99,100974,24.04
11:08:03,27.98,101012,24.03
11:08:06,27.99,101049,24.02
11:08:09,27.98,101087,24.01
11:08:12,27.99,101124,24.00
11:08:15,27.98,101162,24.01
11:08:18,27.99,101199,24.03
11:08:21,27.98,101237,24.05
11:08:24,27.99,101274,24.07
11:08:27,27.98,101312,24.09
11:08:30,27.99,101349,24.11
