hora,temp,light,soil
07:00:00,26.10,902,26.15
07:00:03,26.11,905,26.13
07:00:06,26.12,909,26.14
07:00:09,26.12,912,26.12
07:00:12,26.13,916,26.11
07:00:15,26.14,920,26.09
07:00:18,26.15,924,26.08
07:00:21,26.15,928,26.06
07:00:24,26.16,932,26.07
07:00:27,26.17,936,26.09
07:00:30,26.18,940,26.11
07:00:33,26.18,944,26.12
07:00:36,26.19,948,26.10
07:00:39,26.20,952,26.11
07:00:42,26.21,956,26.13
07:00:45,26.21,960,26.14
07:00:48,26.22,964,26.15
07:00:51,26.23,968,26.13
07:00:54,26.24,972,26.12
07:00:57,26.24,976,26.14
07:01:00,26.25,980,26.16
07:01:03,26.26,984,26.17
07:01:06,26.27,988,26.19
07:01:09,26.27,992,26.18
07:01:12,26.28,996,26.16
07:01:15,26.29,1000,26.15
07:01:18,26.30,1004,26.17
07:01:21,26.30,1008,26.18
07:01:24,26.31,1012,26.20
07:01:27,26.32,1016,26.19
07:01:30,26.33,1020,26.17
07:01:33,26.33,1024,26.16
07:01:36,26.34,1028,26.14
07:01:39,26.35,1032,26.13
07:01:42,26.36,1036,26.11
07:01:45,26.36,1040,26.10
07:01:48,26.37,1044,26.08
07:01:51,26.38,1048,26.07
07:01:54,26.39,1052,26.05
07:01:57,26.39,1056,26.04
07:02:00,26.40,1060,26.02
07:02:03,26.41,1064,26.01
07:02:06,26.42,1068,25.99
07:02:09,26.42,1072,25.98
07:02:12,26.43,1076,25.96
07:02:15,26.44,1080,25.95
07:02:18,26.45,1084,25.93
07:02:21,26.45,1088,25.92
07:02:24,26.46,1092,25.90
07:02:27,26.47,1096,25.89
07:02:30,26.48,1100,25.87
07:02:33,26.48,1104,25.86
07:02:36,26.49,1108,25.84
07:02:39,26.50,1112,25.83
07:02:42,26.51,1116,25.81
07:02:45,26.51,1120,25.80
07:02:48,26.52,1124,25.78
07:02:51,26.53,1128,25.77
07:02:54,26.54,1132,25.75
07:02:57,26.54,1136,25.74
07:03:00,26.55,1140,25.72
07:03:03,26.56,1144,25.71
07:03:06,26.57,1148,25.69
07:03:09,26.57,1152,25.68
07:03:12,26.58,1156,25.66
07:03:15,26.59,1160,25.65
07:03:18,26.60,1164,25.63
07:03:21,26.60,1168,25.62
07:03:24,26.61,1172,25.60
07:03:27,26.62,1176,25.59
07:03:30,26.63,1180,25.57
07:03:33,26.63,1184,25.56
07:03:36,26.64,1188,25.54
07:03:39,26.65,1192,25.53
07:03:42,26.66,1196,25.51
07:03:45,26.66,1200,25.50
07:03:48,26.67,1204,25.48
07:03:51,26.68,1208,25.47
07:03:54,26.69,1212,25.45
07:03:57,26.69,1216,25.44
07:04:00,26.70,1220,25.42
07:04:03,26.71,1224,25.41
07:04:06,26.72,1228,25.39
07:04:09,26.72,1232,25.38
07:04:12,26.73,1236,25.36
07:04:15,26.74,1240,25.35
07:04:18,26.75,1244,25.33
07:04:21,26.75,1248,25.32
07:04:24,26.76,1252,25.30
07:04:27,26.77,1256,25.29
07:04:30,26.78,1260,25.27
07:04:33,26.78,1264,25.26
07:04:36,26.79,1268,25.24
07:04:39,26.80,1272,25.23
07:04:42,26.81,1276,25.21
07:04:45,26.81,1280,25.20
07:04:48,26.82,1284,25.18
07:04:51,26.83,1288,25.17
07:04:54,26.84,1292,25.15
07:04:57,26.84,1296,25.14
07:05:00,26.85,1300,25.12
07:05:03,26.86,1304,25.11
07:05:06,26.87,1308,25.09
07:05:09,26.87,1312,25.08
07:05:12,26.88,1316,25.06
07:05:15,26.89,1320,25.05
07:05:18,26.90,1324,25.03
07:05:21,26.90,1328,25.02
07:05:24,26.91,1332,25.00
07:05:27,26.92,1336,26.01
07:05:30,26.93,1340,26.03
07:05:33,26.93,1344,26.04
07:05:36,26.94,1348,26.06
07:05:39,26.95,1352,26.07
07:05:42,26.96,1356,26.09
07:05:45,26.96,1360,26.10
07:05:48,26.97,1364,26.12
07:05:51,26.98,1368,26.13
07:05:54,26.99,1372,26.15
07:05:57,26.99,1376,26.16
07:06:00,27.00,1380,26.18
07:06:03,27.01,1384,26.19
07:06:06,27.02,1388,26.21
07:06:09,27.02,1392,26.22
07:06:12,27.03,1396,26.24
07:06:15,27.04,1400,26.25
07:06:18,27.05,1404,26.27
07:06:21,27.05,1408,26.28
07:06:24,27.06,1412,26.30
07:06:27,27.07,1416,26.31
07:06:30,27.08,1420,26.33
07:06:33,27.08,1424,26.34
07:06:36,27.09,1428,26.36
07:06:39,27.10,1432,26.37
07:06:42,27.11,1436,26.39
07:06:45,27.11,1440,26.40
07:06:48,27.12,1444,26.42
07:06:51,27.13,1448,26.43
07:06:54,27.14,1452,26.45
07:06:57,27.14,1456,26.46
07:07:00,27.15,1460,26.48
07:07:03,27.16,1464,26.49
07:07:06,27.17,1468,26.51
07:07:09,27.17,1472,26.52
07:07:12,27.18,1476,26.54
07:07:15,27.19,1480,26.55
07:07:18,27.20,1484,26.57
07:07:21,27.20,1488,26.58
07:07:24,27.21,1492,26.60
07:07:27,27.22,1496,26.61
07:07:30,27.23,1500,26.63
07:07:33,27.23,1504,26.64
07:07:36,27.24,1508,26.66
07:07:39,27.25,1512,26.67
07:07:42,27.26,1516,26.69
07:07:45,27.26,1520,26.70
07:07:48,27.27,1524,26.72
07:07:51,27.28,1528,26.73
07:07:54,27.29,1532,26.75
07:07:57,27.29,1536,26.76
07:08:00,27.30,1540,26.78
07:08:03,27.31,1544,26.79
07:08:06,27.32,1548,26.81
07:08:09,27.32,1552,26.82
07:08:12,27.33,1556,26.84
07:08:15,27.34,1560,26.85
07:08:18,27.35,1564,26.87
07:08:21,27.35,1568,26.88
07:08:24,27.36,1572,26.90
07:08:27,27.37,1576,26.91
07:08:30,27.38,1580,26.93
07:08:33,27.38,1584,26.94
07:08:36,27.39,1588,26.96
07:08:39,27.40,1592,26.97
07:08:42,27.41,1596,26.99
07:08:45,27.41,1600,26.98
07:08:48,27.42,1604,26.96
07:08:51,27.43,1608,26.95
07:08:54,27.44,1612,26.93
07:08:57,27.44,1616,26.92
07:09:00,27.45,1620,26.90
07:09:03,27.46,1624,26.89
07:09:06,27.47,1628,26.87
07:09:09,27.47,1632,26.86
07:09:12,27.48,1636,26.84
07:09:15,27.49,1640,26.83
07:09:18,27.50,1644,26.81
07:09:21,27.50,1648,26.80
07:09:24,27.51,1652,26.78
07:09:27,27.52,1656,26.77
07:09:30,27.53,1660,26.75
07:09:33,27.53,1664,26.74
07:09:36,27.54,1668,26.72
07:09:39,27.55,1672,26.71
07:09:42,27.56,1676,26.69
07:09:45,27.56,1680,26.68
07:09:48,27.57,1684,26.66
07:09:51,27.58,1688,26.65
07:09:54,27.59,1692,26.63
07:09:57,27.59,1696,26.62
07:10:00,27.60,1700,26.60
07:10:03,27.61,1704,26.59
07:10:06,27.62,1708,26.57
07:10:09,27.62,1712,26.56
07:10:12,27.63,1716,26.54
07:10:15,27.64,1720,26.53
07:10:18,27.65,1724,26.51
07:10:21,27.65,1728,26.50
07:10:24,27.66,1732,26.48
07:10:27,27.67,1736,26.47
07:10:30,27.68,1740,26.45
07:10:33,27.68,1744,26.44
07:10:36,27.69,1748,26.42
07:10:39,27.70,1752,26.41
07:10:42,27.71,1756,26.39
07:10:45,27.71,1760,26.38
07:10:48,27.72,1764,26.36
07:10:51,27.73,1768,26.35
07:10:54,27.74,1772,26.33
07:10:57,27.74,1776,26.32
07:11:00,27.75,1780,26.30
07:11:03,27.76,1784,26.29
07:11:06,27.77,1788,26.27
07:11:09,27.77,1792,26.26
07:11:12,27.78,1796,26.24
