hora,temp,light,soil
04:00:00,23.85,698,27.35
04:00:03,23.84,696,27.36
04:00:06,23.82,695,27.34
04:00:09,23.81,693,27.33
04:00:12,23.80,692,27.31
04:00:15,23.78,690,27.29
04:00:18,23.77,688,27.28
04:00:21,23.76,687,27.26
04:00:24,23.74,685,27.25
04:00:27,23.73,684,27.23
04:00:30,23.72,682,27.22
04:00:33,23.70,681,27.20
04:00:36,23.69,679,27.19
04:00:39,23.68,678,27.17
04:00:42,23.66,676,27.16
04:00:45,23.65,675,27.14
04:00:48,23.64,673,27.13
04:00:51,23.62,672,27.11
04:00:54,23.61,670,27.10
04:00:57,23.60,669,27.08
04:01:00,23.58,667,27.07
04:01:03,23.57,666,27.05
04:01:06,23.56,664,27.04
04:01:09,23.54,663,27.02
04:01:12,23.53,661,27.00
04:01:15,23.52,660,26.99
04:01:18,23.50,658,26.97
04:01:21,23.49,657,26.96
04:01:24,23.48,655,26.94
04:01:27,23.46,654,26.93
04:01:30,23.45,652,26.91
04:01:33,23.44,651,26.90
04:01:36,23.42,649,26.88
04:01:39,23.41,648,26.87
04:01:42,23.40,646,26.85
04:01:45,23.38,645,26.84
04:01:48,23.37,643,26.82
04:01:51,23.36,642,26.81
04:01:54,23.34,640,26.79
04:01:57,23.33,639,26.78
04:02:00,23.32,637,26.76
04:02:03,23.30,636,26.75
04:02:06,23.29,634,26.73
04:02:09,23.28,633,26.72
04:02:12,23.26,631,26.70
04:02:15,23.25,630,26.69
04:02:18,23.24,628,26.67
04:02:21,23.22,627,26.66
04:02:24,23.21,625,26.64
04:02:27,23.20,624,26.63
04:02:30,23.18,622,26.61
04:02:33,23.17,621,26.60
04:02:36,23.16,619,26.58
04:02:39,23.14,618,26.57
04:02:42,23.13,616,26.55
04:02:45,23.12,615,26.54
04:02:48,23.10,613,26.52
04:02:51,23.09,612,26.51
04:02:54,23.08,610,26.49
04:02:57,23.06,609,26.48
04:03:00,23.05,607,26.46
04:03:03,23.04,606,26.45
04:03:06,23.02,604,26.43
04:03:09,23.01,603,26.42
04:03:12,23.00,601,26.40
04:03:15,22.98,600,26.39
